nk,sk,tcg,name,set,sf,ck,mp
balthorthedefiled,judgment,12.17,Balthor the Defiled,Judgment,ed4cc273-adc3-4f46-9743-134b552d1d56,12.99,12.68
darkritual,strixhavenmysticalarchive,12.21,Dark Ritual,Strixhaven: Mystical Archive,6fc57076-cac4-4f5e-956b-e3d77bd258b2,11.99,11.44
faeriemastermind,marchofmachine,12.22,Faerie Mastermind,March of the Machine,52d3005f-a1c7-4ef5-911f-ccc0752f4181,14.99,10.42
birdsofparadise,dominariaremastered,12.34,Birds of Paradise,Dominaria Remastered,496849a5-4b24-4eae-8bfb-d46f645d85ea,16.99,12.49
trickbind,timespiral,12.35,Trickbind,Time Spiral,f2e58ff2-dea3-42b3-8c22-3e6202a7d433,12.99,11.57
eladamriscall,planeshift,12.36,Eladamri's Call,Planeshift,dcb79f39-5ef3-4ad6-9a43-04beb27d8480,17.99,12.81
invasionofikoria,marchofmachine,12.41,Invasion of Ikoria,March of the Machine,5d59c8f2-f6af-40a6-8dfe-8cc45bf231ce,15.99,12.18
waterygrave,ravnicaremastered,12.41,Watery Grave,Ravnica Remastered,6e86eb36-f4cc-4a75-b43a-4dee463a3b33,15.99,11.59
mysticremora,dominariaremastered,12.47,Mystic Remora,Dominaria Remastered,40140991-cffa-4b52-9a25-37e9a8aa9ddd,14.99,12.35
emieltheblessed,jumpstart2022,12.55,Emiel the Blessed,Jumpstart 2022,6d2aec96-a679-475c-9c71-4fe06a890880,12.99,13.73
seethingsong,2021,12.71,Seething Song,Commander 2021,f493ce26-005c-4ddc-80f0-47bea4fd013a,14.99,13.41
jetmedallion,2014,12.73,Jet Medallion,Commander 2014,7f85698a-821f-452d-9e31-e525c0100f2d,17.99,12.1
emieltheblessed,jumpstart,12.74,Emiel the Blessed,Jumpstart,f74dfd07-d17c-4890-82c3-4b12a6029940,12.99,13.28
spectatorseating,legends,12.74,Spectator Seating,Commander Legends,2f6f1453-fe93-4a29-965c-5f867a81e8b3,15.99,12.87
birdsofparadise,conspiracytakecrown,12.76,Birds of Paradise,Conspiracy: Take the Crown,feefe9f0-24a6-461c-9ef1-86c5a6f33b83,16.99,11.44
walkingballista,aetherrevolt,12.77,Walking Ballista,Aether Revolt,329a8738-3e17-403a-857a-0ba529ce8cd1,12.99,9.33
noblehierarch,doublemasters,12.78,Noble Hierarch,Double Masters,400382a4-aea2-4827-b06a-1b0b3745908b,15.99,11.45
gemstonemine,weatherlight,12.84,Gemstone Mine,Weatherlight,09507f7f-c58f-4f57-b878-b39811a5b619,12.99,11.05
idyllictutor,therosbeyonddeath,12.85,Idyllic Tutor,Theros Beyond Death,f06edd53-f3ac-44b0-a087-5670ba8f0fa5,14.99,11.72
bloomtender,doublemasters2022,12.92,Bloom Tender,Double Masters 2022,fd06fc1f-d8f6-43b0-a795-d759fcdf8272,17.99,13.01
adnauseam,doublemasters,12.95,Ad Nauseam,Double Masters,a9f2c53e-ff58-4aa8-89a6-4f45628cc571,18.99,10.42
mindcrank,legendsbattleforbaldursgate,13.08,Mindcrank,Commander Legends: Battle for Baldur's Gate,8858a941-8175-476d-8177-2db4ffdcb3ad,10.99,9.72
swordstoplowshares,iceage,13.15,Swords to Plowshares,Ice Age,375fd2cb-443b-4be4-ad60-6d1a8e74f510,16.99,48.29
cabalritual,torment,13.16,Cabal Ritual,Torment,5403b49d-03a7-4cc3-af3c-df098c1c9c2e,18.99,13.54
bloomtender,lorwyneclipsed,13.32,Bloom Tender,Lorwyn Eclipsed,ba86688d-18f0-4b5c-a797-42bf125a6c9f,16.99,13.02
chainofvapor,onslaught,13.35,Chain of Vapor,Onslaught,30f6b4a2-5780-46e9-b239-459d2cf37743,16.99,12.14
noblehierarch,conflux,13.47,Noble Hierarch,Conflux,6adfe928-1305-444d-b709-1e714544daaf,17.99,13.76
swansong,2016,13.49,Swan Song,Commander 2016,9d968dde-c406-48ef-a1ab-373aebc24693,15.99,13.28
kinnanbonderprodigy,ikorialairofbehemoths,13.54,"Kinnan, Bonder Prodigy",Ikoria: Lair of Behemoths,63cda4a0-0dff-4edb-ae67-a2b7e2971350,17.99,13.51
undercitysewers,murdersatkarlovmanor,13.56,Undercity Sewers,Murders at Karlov Manor,2b5801fb-2026-4f25-98bc-ebb2f99684b9,20.99,14.57
razakeththefoulblooded,hourofdevastation,13.58,"Razaketh, the Foulblooded",Hour of Devastation,e14adff9-33cc-467e-b782-068854c5e7b7,16.99,13.73
steamvents,lorwyneclipsed,13.88,Steam Vents,Lorwyn Eclipsed,b66daa94-d367-4812-9f18-f35378c1febb,17.99,11.45
razakeththefoulblooded,masters,13.92,"Razaketh, the Foulblooded",Commander Masters,d6bb956d-0df6-4910-9320-55f2c5674d98,14.99,12.85
icetillexplorer,edgeofeternities,13.92,Icetill Explorer,Edge of Eternities,d9482aab-6ddf-48e1-84fa-b13d5ff81e69,22.99,14.51
imperialrecruiter,modernhorizons2,13.98,Imperial Recruiter,Modern Horizons 2,05bd329b-5707-42fc-af1c-084cc604e805,16.99,13.46
imperialrecruiter,masters25,14.05,Imperial Recruiter,Masters 25,1ca0bc75-00a6-429a-bac9-5296e3146709,18.99,15.63
drannithmagistrate,ikorialairofbehemoths,14.1,Drannith Magistrate,Ikoria: Lair of Behemoths,98b0a4a8-9319-451b-9b79-b0bca7a41e91,19.99,12.57
birdsofparadise,8thedition,14.11,Birds of Paradise,8th Edition,715eea77-a7d7-4731-b706-3ea17bded7fd,17.99,14.4
abhorrentoculus,duskmournhouseofhorror,14.28,Abhorrent Oculus,Duskmourn: House of Horror,d2705b43-a94a-44c0-8740-82e0b296820c,21.99,13.8
warrensoultrader,modernhorizons3,14.29,Warren Soultrader,Modern Horizons 3,b334e4c6-d316-4141-8889-f95afcc04701,20.99,13.79
thousandyearelixir,2021,14.3,Thousand-Year Elixir,Commander 2021,95c2d832-5244-4236-81d5-2920aa2e281e,23.99,14.58
kingtchalla,marvelsuperheroes,14.33,King T'Challa,Marvel Super Heroes,add7d3ce-aa58-4da0-8c2a-cfd01c3a8975,16.99,13.33
cavein,mercadianmasques,14.33,Cave-In,Mercadian Masques,440d9d26-f304-467d-af79-914cc65f082e,20.99,20.82
ashnodsaltar,masters,14.37,Ashnod's Altar,Commander Masters,3c0f7157-a375-499c-92c7-d47d2e95dbad,19.99,14.4
vaultofchampions,legends,14.39,Vault of Champions,Commander Legends,0e144ae1-500d-4485-b476-5783b14380d9,19.99,16.01
seethingsong,mirrodin,14.51,Seething Song,Mirrodin,9213d580-7953-455f-abbe-99d3db2705cf,13.99,14.55
yavimayacradleofgrowth,modernhorizons2,14.53,"Yavimaya, Cradle of Growth",Modern Horizons 2,4e4b6e22-93b2-4896-bba5-0ceaa5d8ea3c,21.99,15.1
swansong,theros,14.57,Swan Song,Theros,efd26041-059b-4a1e-9ce8-c3cfd69a3721,15.99,10.1
valgavothterroreater,duskmournhouseofhorror,14.58,"Valgavoth, Terror Eater",Duskmourn: House of Horror,7740ff55-67bb-409e-90f7-2c2c8b8c770a,22.99,15.37
cityofbrass,doublemasters2022,14.67,City of Brass,Double Masters 2022,bed4a63d-632a-4a3a-b35f-f8e155237d27,18.99,15.49
floodedstrand,khansoftarkir,14.7,Flooded Strand,Khans of Tarkir,8c2996d9-3287-4480-8c04-7a378e37e3cf,22.99,15.11
emieltheblessed,doublemasters2022,14.74,Emiel the Blessed,Double Masters 2022,0f594562-7e9f-47e6-a033-fb70e3cf1e10,15.99,14.76
hammerheim,legends,14.78,Hammerheim,Legends,2816d30e-1e52-4323-b30e-1688fba23368,24.99,15.1
insidiousdreams,torment,14.84,Insidious Dreams,Torment,e8a29622-23a6-42c7-8e56-690613572c94,13.99,18.74
urzalordhighartificer,dominariaremastered,14.96,"Urza, Lord High Artificer",Dominaria Remastered,18b26e53-1fc2-4d07-a56f-9000ed25580d,19.99,14.06
spectatorseating,masters,14.99,Spectator Seating,Commander Masters,dcf3140f-d5c8-45ff-8be4-622b1a129b3d,15.99,12.76
reanimate,tempest,15.16,Reanimate,Tempest,ae1ef31c-8ca5-444c-8f39-e1d1827318f5,17.99,14.83
urzalordhighartificer,masters,15.23,"Urza, Lord High Artificer",Commander Masters,7b7a348a-51f7-4dc5-8fe7-1c70fea5e050,19.99,14.06
thousandyearelixir,2013,15.24,Thousand-Year Elixir,Commander 2013,2b6ccfdc-acfb-4e73-a583-0c6964b86083,23.99,15.88
allwillbeone,phyrexiaallwillbeone,15.25,All Will Be One,Phyrexia: All Will Be One,6d75e1f4-bd63-428e-8e6e-131594b3ba44,17.99,14.32
cryptolithrite,innistradremastered,15.29,Cryptolith Rite,Innistrad Remastered,0a4e707f-b760-434d-ba97-a0fe651f3f6a,15.99,12.24
birdsofparadise,ravnicaremastered,15.41,Birds of Paradise,Ravnica Remastered,3d69a3e0-6a2e-475a-964e-0affed1c017d,20.99,14.73
thunderingfalls,murdersatkarlovmanor,15.46,Thundering Falls,Murders at Karlov Manor,17260fff-b239-4af4-9306-3236ae3fa5a5,20.99,14.93
mindbreaktrap,zendikar,15.47,Mindbreak Trap,Zendikar,4f51140b-6254-431a-8810-94307bfdfbbe,20.99,17.58
seethingsong,dueldecksknightsvsdragons,15.5,Seething Song,Duel Decks: Knights vs. Dragons,e11775d9-2636-4726-93ae-a7f130ca0e64,15.99,18.47
sylvansafekeeper,judgment,15.54,Sylvan Safekeeper,Judgment,f1b8413f-c9fc-4cea-b416-a1fcf651b009,19.99,20.31
enduringvitality,duskmournhouseofhorror,15.55,Enduring Vitality,Duskmourn: House of Horror,9d76a30c-0431-4334-892a-9822dda9671a,16.99,17.7
urzalordhighartificer,modernhorizons,15.57,"Urza, Lord High Artificer",Modern Horizons,9e7fb3c0-5159-4d1f-8490-ce4c9a60f567,19.99,13.97
snapcastermage,innistrad,15.59,Snapcaster Mage,Innistrad,9e5b279e-4670-4a1e-87d0-3cab7e4f9e58,19.99,18.45
chaliceofthevoid,mirrodin,15.73,Chalice of the Void,Mirrodin,1a02ca71-5e39-4a5f-aaba-a1e3e10a6a3e,29.99,20.3
chaliceofthevoid,modernmasters,15.79,Chalice of the Void,Modern Masters,1e472d9d-4e00-4f01-9daa-559e630403cc,24.99,38.13
spellseeker,battlebond,15.8,Spellseeker,Battlebond,74b4c336-5d4c-4bc5-b82a-35084a6ad808,27.99,16.99
ashayasoulofthewild,zendikarrising,15.83,"Ashaya, Soul of the Wild",Zendikar Rising,74943390-d25f-47cb-90bb-cbf70c87f4a2,17.99,15.46
subtlety,modernhorizons2,15.87,Subtlety,Modern Horizons 2,701256d5-1389-48b7-9581-d6037209bd06,17.99,13.19
ashnodsaltar,chronicles,15.87,Ashnod's Altar,Chronicles,d5e1a75e-1369-4f28-bb7d-e7ea2e6087e9,16.99,13.68
imperialrecruiter,doublemasters,15.88,Imperial Recruiter,Double Masters,d915eebf-1617-4339-b8b0-72b313c6dab2,16.99,14.12
bolasscitadel,warofspark,16.01,Bolas's Citadel,War of the Spark,d2124603-d20e-40eb-97f0-a66323397ac2,12.99,10.42
chainofvapor,2016,16.04,Chain of Vapor,Commander 2016,38f741bf-13ee-4384-98ab-27833ebb9f6d,14.99,15.71
grandabolisher,masters,16.29,Grand Abolisher,Commander Masters,86e30ca4-1769-4686-aa18-31610246cd80,20.99,16.93
godlessshrine,guildpact,16.33,Godless Shrine,Guildpact,be010c2f-06db-47e3-80bd-df3f2a21ca34,18.99,17.01
thousandyearelixir,lorwyn,16.33,Thousand-Year Elixir,Lorwyn,18743fd4-2a15-40a2-ac90-e3f0fef07e37,27.99,20.84
gamble,ultimatemasters,16.43,Gamble,Ultimate Masters,c01c9474-90a1-4c2e-bd90-471ff4fd04e5,19.99,18.74
danceofthedead,iceage,16.47,Dance of the Dead,Ice Age,e7c53ba4-9956-4cd6-85ca-2d6b61a5127c,18.99,17.39
mysticaltutor,dominariaremastered,16.53,Mystical Tutor,Dominaria Remastered,36fa9a0b-b0c9-43ea-ba11-99d7982f974e,20.99,16.67
blackmarketconnections,assassinscreed,16.56,Black Market Connections,Universes Beyond: Assassin's Creed,9bac8176-d0db-4397-820d-acbdd3264377,20.99,15.1
woodedfoothills,modernhorizons3,16.61,Wooded Foothills,Modern Horizons 3,4e11ea8a-f895-438d-a3b7-f070238e4161,22.99,15.63
defensegrid,urzaslegacy,16.72,Defense Grid,Urza's Legacy,5c2592c9-7e64-40c1-a9cb-c0994094a1e0,13.99,19.14
disruptingshoal,ultimatemasters,16.76,Disrupting Shoal,Ultimate Masters,b46b20c4-f69b-45ed-8c9e-50847f215e73,14.99,39.89
woodedfoothills,khansoftarkir,16.78,Wooded Foothills,Khans of Tarkir,a8503cca-7e7d-44c4-8587-81376b396398,24.99,17.19
idyllictutor,morningtide,16.86,Idyllic Tutor,Morningtide,0a5e7a59-7322-46eb-9903-00131234b310,18.99,16.66
entomb,dominariaremastered,17.12,Entomb,Dominaria Remastered,3caa9c55-5e3b-436b-84a9-b7ccebf63799,22.99,15.95
trainingcenter,legends,17.14,Training Center,Commander Legends,b15c58c0-4d42-488e-bb9d-7a550d9ea5e6,22.99,16.67
entomb,eternalmasters,17.14,Entomb,Eternal Masters,5dba0068-c63f-4699-b630-a56b26ad8239,24.99,16.67
gamble,eternalmasters,17.22,Gamble,Eternal Masters,7602b70b-686f-432b-ac59-1141dd3d0dea,22.99,23.34
pactofnegation,timespiralremastered,17.24,Pact of Negation,Time Spiral: Remastered,1ed4c0bb-b710-44a1-b8bc-6bd11c27b8b8,22.99,16.38
trainingcenter,masters,17.28,Training Center,Commander Masters,78a39d22-5e3b-4ba0-b728-dbf16b61fc8f,22.99,17.71
voiceofvictory,tarkirdragonstorm,17.28,Voice of Victory,Tarkir: Dragonstorm,ec3de5f4-bb55-4ab9-995f-f3e0dc22c1bb,27.99,17.58
warriorsoath,doublemasters2022,17.32,Warrior's Oath,Double Masters 2022,65e10759-e862-4b69-8b58-474df2cdae29,21.99,18.15
grandarbiteraugustiniv,dissension,17.5,Grand Arbiter Augustin IV,Dissension,a2ac328b-923f-48dd-a4f5-de389ade9125,18.99,18.23
spellseeker,masters,17.52,Spellseeker,Commander Masters,a749c591-2fbe-41d8-ac5b-56ebce82d33e,24.99,17.45
gamble,dominariaremastered,17.55,Gamble,Dominaria Remastered,8e37fae5-ddd0-4e16-8581-71579f89d9c5,20.99,16.67
bloodstainedmire,khansoftarkir,17.58,Bloodstained Mire,Khans of Tarkir,7f430794-0d86-4f6a-97e0-4bbb6716d613,24.99,18.23
floodedstrand,modernhorizons3,17.61,Flooded Strand,Modern Horizons 3,8f85e12c-196b-4459-b81f-0c9c854e9f57,18.99,15.1
contamination,urzassaga,17.7,Contamination,Urza's Saga,86067dfe-65c3-4c96-bccd-b3915d6663f9,21.99,20.08
grandabolisher,outlawsofthunderjunctionbigscore,17.71,Grand Abolisher,Outlaws of Thunder Junction: The Big Score,ee793ed2-7d59-4640-8868-ad486600df2c,20.99,16.49
bloodstainedmire,modernhorizons3,17.8,Bloodstained Mire,Modern Horizons 3,579743fe-f71e-4cb2-8629-d6b02ed1591d,23.99,17.92
finalfortune,7thedition,17.8,Final Fortune,7th Edition,fb80afc3-4887-42a0-afb2-7fa997981fb2,17.99,21.32
diabolicintent,battlebond,17.81,Diabolic Intent,Battlebond,b58299a8-e674-46de-ae25-c98410e0b445,20.99,17.62
grandabolisher,archenemynicolbolas,17.83,Grand Abolisher,Archenemy: Nicol Bolas,b4c4f694-618a-43ed-8781-2a51a234ba8e,21.99,17.71
necromancy,visions,17.85,Necromancy,Visions,311a6257-dd77-4bb6-81cb-c8e7862350f3,23.99,22.14
seaofclouds,legendsbattleforbaldursgate,17.86,Sea of Clouds,Commander Legends: Battle for Baldur's Gate,d4fb722f-40af-4bd1-b660-e8186b98f233,29.99,18.75
oppositionagent,legends,17.99,Opposition Agent,Commander Legends,086f97e9-8b62-44f3-b467-149c2ac5ca78,22.99,18.75
mysticaltutor,mirage,18.02,Mystical Tutor,Mirage,5d98101f-e32a-4a4a-a649-faa920d111ee,22.99,18.27
diabolicintent,brotherswar,18.05,Diabolic Intent,The Brothers' War,d72ab698-de67-4ca8-8e42-b05346bf52fa,19.99,15.1
altarofdementia,modernhorizons,18.11,Altar of Dementia,Modern Horizons,169356e0-46dc-4096-8e66-36726454f104,22.99,16.89
supershredder,teenagemutantninjaturtles,18.12,Super Shredder,Teenage Mutant Ninja Turtles,37a497b8-e908-4ddc-996e-a8470df72afb,20.99,17.51
snapcastermage,modernmasters2017,18.18,Snapcaster Mage,Modern Masters 2017,4cbdacc1-7a1b-4633-85f5-eb50c2bf406d,20.99,21.7
ashnodsaltar,eternalmasters,18.31,Ashnod's Altar,Eternal Masters,87da5ad8-b35f-4f9c-b17a-bb2563cbc186,21.99,15.47
obnixiliscaptivekingpin,marchofmachineaftermath,18.32,"Ob Nixilis, Captive Kingpin",March of the Machine: The Aftermath,ddb68233-3683-41bd-9b6e-4f07a1b54244,19.99,16.31
boseijuwhosheltersall,championsofkamigawa,18.38,"Boseiju, Who Shelters All",Champions of Kamigawa,0180d9a8-992c-4d55-8ac4-33a587786993,20.99,19.56
esikagodofthetree,kaldheim,18.45,"Esika, God of the Tree",Kaldheim,f6cd7465-9dd0-473c-ac5e-dd9e2f22f5f6,21.99,16.66
grandarbiteraugustiniv,doublemasters2022,18.46,Grand Arbiter Augustin IV,Double Masters 2022,f43748ea-1d65-4ee8-9c66-221412a284c0,16.99,15.63
vaultofchampions,masters,18.51,Vault of Champions,Commander Masters,cafd7db6-b04e-4fa2-bccd-981211132a93,18.99,16.58
shinkathebloodsoakedkeep,championsofkamigawa,18.56,"Shinka, the Bloodsoaked Keep",Champions of Kamigawa,d2d5f30e-cc3a-46c1-82a9-2cd73705b2f5,23.99,20.27
polluteddelta,modernhorizons3,18.69,Polluted Delta,Modern Horizons 3,6e288374-2b71-4ace-b1d2-a19fee6cb4af,27.99,19.55
tarnishedcitadel,odyssey,18.74,Tarnished Citadel,Odyssey,30375d24-ccfe-47a2-babd-1bda0a6298fe,17.99,19.68
sulfuroussprings,iceage,18.81,Sulfurous Springs,Ice Age,2fdeab50-b45f-412b-85a3-c6cf009ce567,18.99,17.71
pactofnegation,masters25,18.91,Pact of Negation,Masters 25,dd125949-38c4-470f-9128-b80c45621086,21.99,20.11
grindingstation,fifthdawn,19.0,Grinding Station,Fifth Dawn,df1df511-b52c-45cd-9503-ffce4271a802,19.99,16.15
luxurysuite,legendsbattleforbaldursgate,19.06,Luxury Suite,Commander Legends: Battle for Baldur's Gate,6fc5fc38-4054-4663-9061-df5455788c4a,23.99,17.97
blackmarketconnections,legendsbattleforbaldursgate,19.1,Black Market Connections,Commander Legends: Battle for Baldur's Gate,d13cb0d3-3452-4c1f-81ec-024b4c45bbad,23.99,20.16
chaliceofthevoid,timespiralremastered,19.1,Chalice of the Void,Time Spiral: Remastered,25674e46-e15b-4fc0-9813-39b4e1c23de4,24.99,19.06
grandabolisher,2014,19.33,Grand Abolisher,Commander 2014,aba5b9a4-c4d8-40c1-8351-7eb4c0bcc4a5,21.99,17.71
pactofnegation,modernmasters,19.35,Pact of Negation,Modern Masters,5f0e1481-a2a3-43d0-a33f-6f450c176e43,23.99,32.3
piratedcopy,jumpstart2022,19.45,Pirated Copy,Jumpstart 2022,8a0567fb-2b4f-4fa9-8dfe-df4e665a4c5c,22.99,18.18
mysticaltutor,eternalmasters,19.72,Mystical Tutor,Eternal Masters,9264ecb7-bfc0-495d-aaaa-829045ea858f,22.99,19.37
breedingpool,dissension,19.76,Breeding Pool,Dissension,b98b2a35-ec2b-47fe-903d-dd292e469a3c,21.99,20.58
grandarbiteraugustiniv,modernmasters,19.76,Grand Arbiter Augustin IV,Modern Masters,337fd1aa-1c85-4aee-923b-c457e43cda72,18.99,17.43
polluteddelta,khansoftarkir,19.79,Polluted Delta,Khans of Tarkir,ff2f5f58-9a95-4ca6-93a0-813738f0072f,29.99,18.72
seaofclouds,battlebond,19.81,Sea of Clouds,Battlebond,080aebe8-535e-4632-b733-8aba98abff22,29.99,21.1
entomb,ultimatemasters,20.0,Entomb,Ultimate Masters,d66f864b-b1bb-4596-93b8-3b4bfe6b1332,21.99,14.57
linvalakeeperofsilence,jumpstart,20.06,"Linvala, Keeper of Silence",Jumpstart,dded98c3-17cb-4a43-a209-289ceb11df39,23.99,20.19
stripmine,anthologies,20.07,Strip Mine,Anthologies,2bbff39f-f16b-4ae5-aa99-da5bdf482c33,19.99,19.79
lumrabellowofthewoods,bloomburrow,20.1,"Lumra, Bellow of the Woods",Bloomburrow,ae4f3aaf-3960-48cd-b34b-32e4ae5ae088,32.99,20.11
bloodchiefascension,zendikar,20.16,Bloodchief Ascension,Zendikar,aa213dbb-c52a-4084-92aa-d0b5d97a97d9,27.99,20.61
linvalakeeperofsilence,modernmasters2017,20.18,"Linvala, Keeper of Silence",Modern Masters 2017,c3cb2588-60f7-4e3b-b625-3b3ada7bcc28,23.99,19.68
tezzeretcruelcaptain,edgeofeternities,20.2,"Tezzeret, Cruel Captain",Edge of Eternities,02e8e540-8aa3-4e6a-9a11-c3949cab5f0f,27.99,17.69
riverpyreverge,aetherdrift,20.32,Riverpyre Verge,Aetherdrift,57a93a71-d77c-417f-85d0-cd420f573331,27.99,20.1
bloodchiefascension,masters,20.32,Bloodchief Ascension,Commander Masters,d56d1535-d9de-459f-bc31-0923f621e0e9,22.99,20.31
altarofdementia,conspiracy,20.36,Altar of Dementia,Conspiracy,c16b08f8-9c26-450d-ad97-b7734e4f5bc4,27.99,18.73
hexingsquelcher,lorwyneclipsed,20.38,Hexing Squelcher,Lorwyn Eclipsed,674960ce-ff33-4d5e-a24a-a4582b2e9809,27.99,19.52
beseechthemirror,wildsofeldraine,20.49,Beseech the Mirror,Wilds of Eldraine,18c59776-e1f1-4197-a128-db1d603f56b7,24.99,20.31
cityofbrass,8thedition,20.52,City of Brass,8th Edition,03220cab-fc78-4323-bd34-b8dbebe35597,22.99,21.23
bloodcrypt,dissension,20.53,Blood Crypt,Dissension,f281e16f-0fe1-4095-bd63-0a4479f75c11,22.99,16.66
bloomtender,eventide,20.53,Bloom Tender,Eventide,d7cc2828-dfe7-410b-9735-10bb7211f0f5,21.99,23.18
pactofnegation,futuresight,20.63,Pact of Negation,Future Sight,cca467a2-a2b3-4bdf-9d60-62979f675347,27.99,22.56
adnauseam,shardsofalara,20.97,Ad Nauseam,Shards of Alara,0a4ce4a1-65e3-4b40-be35-8fc55a968ec8,20.99,24.18
fellwarstone,dark,21.0,Fellwar Stone,The Dark,dc47e322-f8b8-4685-b035-fda0cc433e6b,21.99,21.78
finalfortune,mirage,21.05,Final Fortune,Mirage,83589c25-58a2-4172-8f60-6033a61f34c6,18.99,20.05
hallowedfountain,dissension,21.19,Hallowed Fountain,Dissension,c28aea19-2a39-4934-afda-909e234fa3ba,22.99,22.48
elvesofdeepshadow,dark,21.23,Elves of Deep Shadow,The Dark,f395278e-6d74-4f35-af9d-21bad7b19763,29.99,21.25
snapcastermage,ultimatemasters,21.48,Snapcaster Mage,Ultimate Masters,7e41765e-43fe-461d-baeb-ee30d13d2d93,21.99,18.3
mysticaltutor,signaturespellbookjace,21.78,Mystical Tutor,Signature Spellbook: Jace,7dd7dd7c-872d-44b6-8ce6-0b05c6f98e69,22.99,17.19
orimschant,planeshift,22.98,Orim's Chant,Planeshift,055afa78-b969-498f-a3ad-c792426e5ee6,29.99,28.55
thassasoracle,therosbeyonddeath,23.95,Thassa's Oracle,Theros Beyond Death,726e8b29-13e9-4138-b6a9-d2a0d8188d1c,27.99,19.39
goblinwelder,2014,23.97,Goblin Welder,Commander 2014,324886ea-65d1-40ee-a8cb-eaaf922d2382,32.99,26.51
steamvents,guildpact,24.04,Steam Vents,Guildpact,054f2276-2dd5-43da-bb26-c57c560861fe,27.99,24.82
thecabbagemerchant,avatarlastairbendereternallegal,24.05,The Cabbage Merchant,Avatar: The Last Airbender: Eternal-Legal,2fea0356-6684-4730-9eb4-0262856bc1f9,37.99,22.85
cityofbrass,modernmasters,24.24,City of Brass,Modern Masters,459042ef-0d5b-480f-9b8a-520e13ae9217,24.99,19.4
diabolicintent,planeshift,24.3,Diabolic Intent,Planeshift,76d1b5c5-cc47-465f-8549-4fd1ca4280df,32.99,37.63
cityofsolitude,visions,24.52,City of Solitude,Visions,be499b81-bb2d-4f1d-9deb-c8bfcdca8e13,22.99,22.92
mikaeustheunhallowed,masters,24.8,"Mikaeus, the Unhallowed",Commander Masters,bc1f42a2-fe11-45da-9552-069803b4068a,27.99,26.16
linvalakeeperofsilence,riseofeldrazi,24.9,"Linvala, Keeper of Silence",Rise of the Eldrazi,82b80a09-7e75-4091-a60e-04aff79339a3,32.99,26.05
breathoffury,2016,25.64,Breath of Fury,Commander 2016,a1fce58d-d754-4532-b4d0-4bb3cf108090,18.99,16.66
grimtutor,coreset2021,25.66,Grim Tutor,Core Set 2021,928558ab-e29a-44cb-ac2f-88443571f41a,27.99,24.76
phyrexiantower,modernhorizons3,26.08,Phyrexian Tower,Modern Horizons 3,0b47f6d2-9f65-47a4-bfc4-15619befe53d,42.99,25.41
mikaeustheunhallowed,darkascension,26.4,"Mikaeus, the Unhallowed",Dark Ascension,801b124d-3546-4882-a6e1-c9c353628a18,37.99,28.63
altarofdementia,tempest,26.48,Altar of Dementia,Tempest,4f2da99f-3c53-4980-97d6-2158c765aac0,29.99,26.71
nissaresurgentanimist,marchofmachineaftermath,26.56,"Nissa, Resurgent Animist",March of the Machine: The Aftermath,248c76d3-b5cb-4582-be17-7cd1d0cb0f58,37.99,27.6
entomb,odyssey,26.63,Entomb,Odyssey,f60a2091-fb97-4f04-911b-fce9b6351044,29.99,28.24
jetmedallion,tempest,26.64,Jet Medallion,Tempest,c0db458c-2ced-454c-8061-fff8bd363b33,24.99,24.99
themeathookmassacre,innistradmidnighthunt,26.83,The Meathook Massacre,Innistrad: Midnight Hunt,08950015-eee5-4327-888c-82dfd13bb9ad,34.99,26.82
verdantcatacombs,modernhorizons2,26.94,Verdant Catacombs,Modern Horizons 2,94c229ea-90da-4aa0-bfda-b162fb3b5b8b,37.99,29.06
worldlytutor,dominariaremastered,26.99,Worldly Tutor,Dominaria Remastered,f39aa2e9-e294-4ce6-bf5e-e1f579101a7a,39.99,25.0
deadlyrollick,2020,27.09,Deadly Rollick,Commander 2020,c61fa2c0-63c0-4dc2-9f17-5a00530e3348,29.99,26.03
otawarasoaringcity,kamigawaneondynasty,27.2,"Otawara, Soaring City",Kamigawa: Neon Dynasty,486d7edc-d983-41f0-8b78-c99aecd72996,42.99,28.13
phyrexiantower,jumpstart,27.23,Phyrexian Tower,Jumpstart,05b2cc68-1d20-421f-9800-af0996071554,42.99,29.17
greensunszenith,mirrodinbesieged,27.26,Green Sun's Zenith,Mirrodin Besieged,02335747-54e3-4827-ae19-4e362863da9b,39.99,30.09
stripmine,zendikarrisingexpeditions,27.3,Strip Mine,Zendikar Rising Expeditions,e8f7a850-e049-48a0-95ac-afdac6e204e5,32.99,24.16
worldlytutor,collectiongreen,27.37,Worldly Tutor,Commander Collection: Green,fb6b6fbe-cb6f-4d0d-b3eb-f9629d6784b3,34.99,29.26
naturalorder,portal,27.57,Natural Order,Portal,cecb34f8-6961-4c27-9368-26d156714d7b,39.99,44.28
sylvanlibrary,eternalmasters,27.66,Sylvan Library,Eternal Masters,d5b5d2a7-8185-4df0-a35a-f89c12857f87,37.99,27.45
deadlyrollick,masters,27.66,Deadly Rollick,Commander Masters,0e13f735-54fa-42b6-aea4-ced33811d7d4,27.99,26.28
dosanthefallingleaf,championsofkamigawa,27.68,Dosan the Falling Leaf,Champions of Kamigawa,ffb190db-48fc-4c39-ae9f-5e304eabb4f4,39.99,36.54
